title	url	imdbRating	ratingCount	duration	year																																							
Blutige Spur (1969)	http://www.imdb.com/title/tt0065079/	6.4	1649	98	1969																																							
Ein Fressen für die Geier (1970)	http://www.imdb.com/title/tt0065134/	7	12868	116	1970																																							
The Public Enemy (1931)	http://www.imdb.com/title/tt0022286/	7.8	10477	83	1931																																							
Die Unbesiegten (1969)	http://www.imdb.com/title/tt0065150/	6.6	3092	119	1969																																							
Z - Anatomie eines politischen Mordes (1969)	http://www.imdb.com/title/tt0065234/	8.1	14293	127	1969																																							
All My Children (TV Series 1970–2011)	http://www.imdb.com/title/tt0065272/	6.6	1591	60	1970																																							
Aradhana (1969)	http://www.imdb.com/title/tt0065416/	7.6	717	169	1969																																							
Tage und Nächte in der Wildnis (1970)	http://www.imdb.com/title/tt0065417/	7.9	1120	115	1970																																							
Aristocats (1970)	http://www.imdb.com/title/tt0065421/	7.1	38689	78	1970																																							
Black Angels... die sich selbst zerfleischen (1970)	http://www.imdb.com/title/tt0065474/	4.5	66	87	1970																																							
Carry on - Die total verrückte Königin der Amazonen (1970)	http://www.imdb.com/title/tt0065525/	5.8	1452	89	1970																																							
Bis aufs Messer (1931)	http://www.imdb.com/title/tt0022395/	5.9	1739	77	1931																																							
Vier im roten Kreis (1970)	http://www.imdb.com/title/tt0065531/	8.1	11211	140	1970																																							
Chisum (1970)	http://www.imdb.com/title/tt0065547/	6.8	5018	111	1970																																							
Brutale Stadt (1970)	http://www.imdb.com/title/tt0065555/	6.5	1218	100	1970																																							
Cromwell - Der Unerbittliche (1970)	http://www.imdb.com/title/tt0065593/	6.9	2905	139	1970																																							
Ein Mann sucht sich selbst (1970)	http://www.imdb.com/title/tt0065724/	7.5	20458	98	1970																																							
Die neunschwänzige Katze (1971)	http://www.imdb.com/title/tt0065761/	6.7	5148	115	1971																																							
Der Garten der Finzi Contini (1970)	http://www.imdb.com/title/tt0065777/	7.6	3530	94	1970																																							
Die große\	die gro e wei e hoffnung	http://www.imdb.com/title/tt0065797/	7	26.43333333	6180																																				0			
Julius Caesar (1970)	http://www.imdb.com/title/tt0065922/	6.1	951	117	1970																																							
Das vergessene Tal (1971)	http://www.imdb.com/title/tt0065969/	7.4	1783	128	1971																																							
Little Big Man (1970)	http://www.imdb.com/title/tt0065988/	7.7	22508	139	1970																																							
Love Story (1970)	http://www.imdb.com/title/tt0066011/	6.9	19008	99	1970																																							
Der Mann\	der mann den sie pferd nannten	http://www.imdb.com/title/tt0066049/	6.9	91.15	6840																																				1			
Medea (1969)	http://www.imdb.com/title/tt0066065/	7.1	2121	110	1969																																							
Mera Naam Joker (1972)	http://www.imdb.com/title/tt0066070/	7.9	2004	224	1972																																							
Sartana kommt (1970)	http://www.imdb.com/title/tt0066167/	6.8	264	99	1970																																							
Es lebe die Freiheit (1931)	http://www.imdb.com/title/tt0022599/	7.7	2578	104	1931																																							
The Railway Children (1970)	http://www.imdb.com/title/tt0066279/	7.4	2254	109	1970																																							
Rio Lobo (1970)	http://www.imdb.com/title/tt0066301/	6.8	5403	114	1970																																							
Ryans Tochter (1970)	http://www.imdb.com/title/tt0066319/	7.5	5068	206	1970																																							
Zehn Stunden Zeit für Virgil Tibbs (1970)	http://www.imdb.com/title/tt0066450/	6	1794	108	1970																																							
Tristana (1970)	http://www.imdb.com/title/tt0066491/	7.6	5390	95	1970																																							
Die Milchstraße (1969)	http://www.imdb.com/title/tt0066534/	7.7	3961	101	1969																																							
Als Dinosaurier die Erde beherrschten (1970)	http://www.imdb.com/title/tt0066561/	5.2	1264	100	1970																																							
Hölzerne Kreuze (1932)	http://www.imdb.com/title/tt0022787/	7.7	555	110	1932																																							
Vier Fliegen auf grauem Samt (1971)	http://www.imdb.com/title/tt0066735/	6.8	3392	104	1971																																							
Das Schreckenskabinett des Dr. Phibes (1971)	http://www.imdb.com/title/tt0066740/	7.2	8176	94	1971																																							
Adios Sabata (1970)	http://www.imdb.com/title/tt0066745/	6	992	104	1970																																							
Bananas (1971)	http://www.imdb.com/title/tt0066808/	7.1	22384	82	1971																																							
Betrogen (1971)	http://www.imdb.com/title/tt0066819/	7.2	7504	105	1971																																							
Boyfriend (Ihr Liebhaber) (1971)	http://www.imdb.com/title/tt0066858/	8	1901	137	1971																																							
James Bond 007 - Diamantenfieber (1971)	http://www.imdb.com/title/tt0066995/	6.7	57495	120	1971																																							
Anatevka (1971)	http://www.imdb.com/title/tt0067093/	8	24615	181	1971																																							
French Connection - Brennpunkt Brooklyn (1971)	http://www.imdb.com/title/tt0067116/	7.8	62603	104	1971																																							
Leise weht der Wind des Todes (1971)	http://www.imdb.com/title/tt0067224/	6.4	1311	111	1971																																							
Menschen im Hotel (1932)	http://www.imdb.com/title/tt0022958/	7.7	10316	112	1932																																							
Lawman (1971)	http://www.imdb.com/title/tt0067333/	7	2132	99	1971																																							
Ein Mann in der Wildnis (1971)	http://www.imdb.com/title/tt0067388/	6.9	1112	104	1971																																							
Maria Stuart\	maria stuart k nigin von schottland	http://www.imdb.com/title/tt0067402/	7.6	41.63333333	7680																																				0			
Mere Apne (1971)	http://www.imdb.com/title/tt0067421/	7.5	281	164	1971																																							
Nikolaus und Alexandra (1971)	http://www.imdb.com/title/tt0067483/	7.3	2682	183	1971																																							
Zustände wie im Paradies (1919)	http://www.imdb.com/title/tt0010418/	8.1	1177	116	1919																																							
Hook and Ladder (1932)	http://www.imdb.com/title/tt0023026/	7.4	162	20	1932																																							
Die Nacht der reitenden Leichen (1972)	http://www.imdb.com/title/tt0067500/	6.2	3381	101	1972																																							
Pakeezah (1972)	http://www.imdb.com/title/tt0067546/	7.5	864	126	1972																																							
Sadistico (1971)	http://www.imdb.com/title/tt0067588/	7	15281	102	1971																																							
Im Blutrausch des Satans (1971)	http://www.imdb.com/title/tt0067656/	6.8	4481	84	1971																																							
Sabata kehrt zurück (1971)	http://www.imdb.com/title/tt0067672/	5.7	927	108	1971																																							
Shaft (1971)	http://www.imdb.com/title/tt0067741/	6.6	10321	100	1971																																							
Summertree (1971)	http://www.imdb.com/title/tt0067804/	6.1	114	88	1971																																							
Die Marx Brothers in der Uni (1932)	http://www.imdb.com/title/tt0023027/	7.7	7819	68	1932																																							
Die Todesfaust des Cheng Li (1971)	http://www.imdb.com/title/tt0067824/	7.1	14113	100	1971																																							
Circus der Vampire (1972)	http://www.imdb.com/title/tt0067924/	6.5	2066	87	1972																																							
Fluchtpunkt San Franzisko (1971)	http://www.imdb.com/title/tt0067927/	7.3	18044	99	1971																																							
Whity (1971)	http://www.imdb.com/title/tt0067979/	6.7	609	95	1971																																							
El Capitano (1971)	http://www.imdb.com/title/tt0068022/	5.7	391	108	1971																																							
M*A*S*H (TV Series 1972–1983)	http://www.imdb.com/title/tt0068098/	8.5	23670	25	1983																																							
The New Price Is Right (TV Series 1972– )	http://www.imdb.com/title/tt0068120/	8	1622	60	1972																																							
Vier Fäuste für ein Halleluja (1971)	http://www.imdb.com/title/tt0068154/	7.2	7407	117	1971																																							
Die Maske des Fu-Manchu (1932)	http://www.imdb.com/title/tt0023194/	6.6	1874	68	1932																																							
Aguirre\	aguirre der zorn gottes	http://www.imdb.com/title/tt0068182/	8	509.2833333	5580																																				0			
In schlechter Gesellschaft (1972)	http://www.imdb.com/title/tt0068245/	7.1	2081	93	1972																																							
Die Faust der Rebellen (1972)	http://www.imdb.com/title/tt0068309/	6.1	4986	88	1972																																							
Der diskrete Charme der Bourgeoisie (1972)	http://www.imdb.com/title/tt0068361/	7.9	21258	102	1972																																							
Beim Sterben ist jeder der Erste (1972)	http://www.imdb.com/title/tt0068473/	7.8	64436	110	1972																																							
Was Sie schon immer über Sex wissen wollten\	was sie schon immer ber sex wissen wollten aber bisher nicht zu fragen wagten	http://www.imdb.com/title/tt0068555/	6.8	422.3666667	5280																																				0			
Frogs (1972)	http://www.imdb.com/title/tt0068615/	4.1	3408	78	1972																																							
Die Mumie (1932)	http://www.imdb.com/title/tt0023245/	7.3	12009	73	1932																																							
Drei Vaterunser für vier Halunken (1972)	http://www.imdb.com/title/tt0068657/	6.5	1231	98	1972																																							
Ein Fremder ohne Namen (1973)	http://www.imdb.com/title/tt0068699/	7.7	26996	105	1973																																							
Junior Bonner (1972)	http://www.imdb.com/title/tt0068786/	6.8	3365	100	1972																																							
Ludwig II (1972)	http://www.imdb.com/title/tt0068883/	7.7	2431	235	1972																																							
Non si sevizia un paperino (1972)	http://www.imdb.com/title/tt0069019/	7.2	3822	102	1972																																							
Zwei Himmelhunde auf dem Weg zur Hölle (1972)	http://www.imdb.com/title/tt0069095/	6.6	3157	120	1972																																							
Nummer siebzehn (1932)	http://www.imdb.com/title/tt0023285/	5.9	2975	63	1932																																							
Trafic - Tati im Stossverkehr (1971)	http://www.imdb.com/title/tt0069400/	7.3	2921	96	1971																																							
Is' was\	is was doc	http://www.imdb.com/title/tt0069495/	7.8	195.7833333	5640																																				0			
Die Enterprise (TV Series 1973–1975)	http://www.imdb.com/title/tt0069637/	7.7	3406	30	1975																																							
Zwei wie Pech und Schwefel (1974)	http://www.imdb.com/title/tt0069697/	7.4	5196	101	1974																																							
Reise ohne Wiederkehr (1932)	http://www.imdb.com/title/tt0023305/	8.2	2072	67	1932																																							
Die Schlacht um den Planet der Affen (1973)	http://www.imdb.com/title/tt0069768/	5.4	18017	93	1973																																							
Geier kennen kein Erbarmen (1973)	http://www.imdb.com/title/tt0069834/	6.4	3088	103	1973																																							
Dark Star - Finsterer Stern (1974)	http://www.imdb.com/title/tt0069945/	6.6	13491	83	1974																																							
Der Geist des Bienenstocks (1973)	http://www.imdb.com/title/tt0070040/	8	8935	97	1973																																							
Die Tür ins Jenseits (1974)	http://www.imdb.com/title/tt0070078/	6.8	1730	97	1974																																							
Der geheimnisvolle Engel (1973)	http://www.imdb.com/title/tt0070079/	6.1	277	105	1973																																							
Das große Fressen (1973)	http://www.imdb.com/title/tt0070130/	7.3	7039	130	1973																																							
The Men Who Made the Movies: Howard Hawks (TV Movie 1973)	http://www.imdb.com/title/tt0070199/	6.4	215	57	1973																																							
Das letzte Kommando (1973)	http://www.imdb.com/title/tt0070290/	7.6	12908	104	1973																																							
Tanz der Totenköpfe (1973)	http://www.imdb.com/title/tt0070294/	6.9	7032	95	1973																																							
Der Tod kennt keine Wiederkehr (1973)	http://www.imdb.com/title/tt0070334/	7.7	13601	112	1973																																							
Tarzan\	tarzan der affenmensch	http://www.imdb.com/title/tt0023551/	7.2	77.8	6000																																				0			
Régi idök focija (1973)	http://www.imdb.com/title/tt0070619/	7.3	233	84	1973																																							
Das Sanatorium zur Todesanzeige (1973)	http://www.imdb.com/title/tt0070628/	7.8	1222	124	1973																																							
Die Schwestern des Bösen (1973)	http://www.imdb.com/title/tt0070698/	7	8350	93	1973																																							
Three on a Match (1932)	http://www.imdb.com/title/tt0023590/	7.3	1764	63	1932																																							
Dreckiges Gold (1973)	http://www.imdb.com/title/tt0070825/	6.4	2682	92	1973																																							
V boy idut odni stariki (1973)	http://www.imdb.com/title/tt0070861/	8.4	1553	92	1973																																							
Der Tiger hetzt die Meute (1973)	http://www.imdb.com/title/tt0070915/	6.3	1931	101	1973																																							
Yaadon Ki Baaraat (1973)	http://www.imdb.com/title/tt0070935/	7.4	994	164	1973																																							
QB VII (TV Mini-Series 1974)	http://www.imdb.com/title/tt0071039/	7.6	440	390	1974																																							
Angst essen Seele auf (1974)	http://www.imdb.com/title/tt0071141/	8.1	9162	93	1974																																							
Der wilde wilde Westen (1974)	http://www.imdb.com/title/tt0071230/	7.8	74528	93	1974																																							
Ärger im Paradies (1932)	http://www.imdb.com/title/tt0023622/	8.2	7692	83	1932																																							
Carry on Dick (1974)	http://www.imdb.com/title/tt0071281/	5.9	1335	91	1974																																							
Der Dialog (1974)	http://www.imdb.com/title/tt0071360/	8	60195	113	1974																																							
Céline und Julie fahren Boot (1974)	http://www.imdb.com/title/tt0071381/	7.8	2571	193	1974																																							
Ein Mann sieht rot (1974)	http://www.imdb.com/title/tt0071402/	7	20402	93	1974																																							
Kesse Mary - Irrer Larry (1974)	http://www.imdb.com/title/tt0071424/	6.7	3666	93	1974																																							
Erotische Geschichten aus 1001 Nacht (1974)	http://www.imdb.com/title/tt0071502/	6.9	3929	130	1974																																							
Vampyr (1932)	http://www.imdb.com/title/tt0023649/	7.7	8562	83	1932																																							
Montana Sacra - Der heilige Berg (1973)	http://www.imdb.com/title/tt0071615/	7.8	14804	114	1973																																							
In meiner Wut wieg' ich vier Zentner (1974)	http://www.imdb.com/title/tt0071784/	5.9	468	98	1974																																							
James Bond 007 - Der Mann mit dem goldenen Colt (1974)	http://www.imdb.com/title/tt0071807/	6.8	56499	125	1974																																							
Weltkatastrophe 1999? - Die Prophezeiungen des Nostradamus (1974)	http://www.imdb.com/title/tt0071923/	6	166	90	1974																																							
Der Fall Odessa (1974)	http://www.imdb.com/title/tt0071935/	7	6034	120	1974																																							
Die Frucht des Tropenbaumes (1974)	http://www.imdb.com/title/tt0072253/	6.6	879	119	1974																																							
West of Broadway (1931)	http://www.imdb.com/title/tt0023681/	7.5	463	68	1931																																							
Das gibt's nie wieder (1974)	http://www.imdb.com/title/tt0072272/	7.7	3433	135	1974																																							
Die drei Musketiere (1973)	http://www.imdb.com/title/tt0072281/	7.4	10261	105	1973																																							
Eine Frau unter Einfluß (1974)	http://www.imdb.com/title/tt0072417/	8.2	10118	155	1974																																							
Frankenstein Junior (1974)	http://www.imdb.com/title/tt0072431/	8.1	92629	106	1974																																							
Saturday Night Live (TV Series 1975– )	http://www.imdb.com/title/tt0072562/	8.2	25707	90	1975																																							
Wheel of Fortune (TV Series 1983– )	http://www.imdb.com/title/tt0072584/	6.9	1041	30	1983																																							
Sherlock Holmes cleverer Bruder (1975)	http://www.imdb.com/title/tt0072608/	6.1	4063	91	1975																																							
Ein irres Klassentreffen (1975)	http://www.imdb.com/title/tt0072637/	8.2	3594	140	1975																																							
What Price Hollywood? (1932)	http://www.imdb.com/title/tt0023686/	7.9	1216	88	1932																																							
FBI - Kampf dem Terror (TV Movie 1975)	http://www.imdb.com/title/tt0072667/	6.9	130	215	1975																																							
700 Meilen westwärts (1975)	http://www.imdb.com/title/tt0072705/	6.8	2944	132	1975																																							
Asterix erobert Rom (1976)	http://www.imdb.com/title/tt0072901/	7.7	7748	82	1976																																							
Im Auftrag des Drachen (1975)	http://www.imdb.com/title/tt0072926/	6.3	9861	123	1975																																							
Eskimo Nell (1975)	http://www.imdb.com/title/tt0072953/	4.9	118	85	1975																																							
Faustrecht der Freiheit (1975)	http://www.imdb.com/title/tt0072976/	7.7	2481	123	1975																																							
Ace of Aces (1933)	http://www.imdb.com/title/tt0023737/	6.2	119	76	1933																																							
Die heiße Spur (1975)	http://www.imdb.com/title/tt0073453/	7.2	5553	100	1975																																							
Verdammt zu leben - verdammt zu sterben! (1975)	http://www.imdb.com/title/tt0073594/	6.4	1348	104	1975																																							
The Rocky Horror Picture Show (1975)	http://www.imdb.com/title/tt0073629/	7.4	80386	100	1975																																							
Mit Dynamit und frommen Sprüchen (1975)	http://www.imdb.com/title/tt0073636/	6.8	6018	108	1975																																							
Kavalkade (1933)	http://www.imdb.com/title/tt0023876/	6.2	2198	112	1933																																							
Onna hissatsu ken (1974)	http://www.imdb.com/title/tt0073714/	6.4	708	86	1974																																							
Der Wildeste von allen (1974)	http://www.imdb.com/title/tt0073756/	7.2	3173	91	1974																																							
Der Wind und der Löwe (1975)	http://www.imdb.com/title/tt0073906/	7	4909	119	1975																																							
Yakuza (1974)	http://www.imdb.com/title/tt0073918/	7.3	4065	112	1974																																							
Drei Engel für Charlie (TV Series 1976–1981)	http://www.imdb.com/title/tt0073972/	6.6	4010	60	1981																																							
I\	i claudius tv series	http://www.imdb.com/title/tt0074006/	9.1	129.2166667	40140																																				0			
Assault - Anschlag bei Nacht (1976)	http://www.imdb.com/title/tt0074156/	7.4	24373	91	1976																																							
Carrie - Des Satans jüngste Tochter (1976)	http://www.imdb.com/title/tt0074285/	7.4	96764	98	1976																																							
Der Körper meines Feindes (1976)	http://www.imdb.com/title/tt0074348/	6.7	712	116	1976																																							
Daii jan Napelon (1976)	http://www.imdb.com/title/tt0074369/	8.4	524	770	1976																																							
Zwanzig Tage ohne Krieg (1977)	http://www.imdb.com/title/tt0074447/	7.8	489	101	1977																																							
Der Adler ist gelandet (1976)	http://www.imdb.com/title/tt0074452/	6.9	11390	135	1976																																							
Dirty Harry III - Der Unerbittliche (1976)	http://www.imdb.com/title/tt0074483/	6.7	25165	96	1976																																							
Familiengrab (1976)	http://www.imdb.com/title/tt0074512/	6.8	12323	120	1976																																							
Futureworld - Das Land von Übermorgen (1976)	http://www.imdb.com/title/tt0074559/	5.8	4456	108	1976																																							
Der Colt Gottes (1976)	http://www.imdb.com/title/tt0074575/	4.8	815	94	1976																																							
Die Marx Brothers im Krieg (1933)	http://www.imdb.com/title/tt0023969/	8.1	41100	68	1933																																							
Kabhi Kabhie - Love Is Life (1976)	http://www.imdb.com/title/tt0074730/	7.6	1079	177	1976																																							
Keoma - Ein Mann wie ein Tornado (1976)	http://www.imdb.com/title/tt0074740/	7.3	2771	90	1976																																							
Das Mädchen am Ende der Straße (1976)	http://www.imdb.com/title/tt0074806/	7.1	7586	94	1976																																							
Der Mieter (1976)	http://www.imdb.com/title/tt0074811/	7.8	21292	126	1976																																							
Der Marathon Mann (1976)	http://www.imdb.com/title/tt0074860/	7.5	35767	125	1976																																							
Mohammed - Der Gesandte Gottes (1977)	http://www.imdb.com/title/tt0074896/	8.6	18883	177	1977																																							
Duell am Missouri (1976)	http://www.imdb.com/title/tt0074906/	6.6	5810	126	1976																																							
Eine Leiche zum Dessert (1976)	http://www.imdb.com/title/tt0074937/	7.5	19688	94	1976																																							
Flying Down to Rio (1933)	http://www.imdb.com/title/tt0024025/	6.8	2088	89	1933																																							
Das Omen (1976)	http://www.imdb.com/title/tt0075005/	7.6	61463	111	1976																																							
Das Sonderkommando (1975)	http://www.imdb.com/title/tt0075019/	7.2	926	118	1975																																							
Sieben Schönheiten (1975)	http://www.imdb.com/title/tt0075040/	7.9	2875	115	1975																																							
Mel Brooks letzte Verrücktheit - Silent Movie (1976)	http://www.imdb.com/title/tt0075222/	6.6	10027	87	1976																																							
Spermula (1976)	http://www.imdb.com/title/tt0075251/	4	211	103	1976																																							
Das letzte Abendmahl (1976)	http://www.imdb.com/title/tt0075363/	7.4	328	120	1976																																							
Parade im Rampenlicht (1933)	http://www.imdb.com/title/tt0024028/	7.7	2481	104	1933																																							
Der amerikanische Freund (1977)	http://www.imdb.com/title/tt0075675/	7.4	6671	125	1977																																							
Schwarzer Sonntag (1977)	http://www.imdb.com/title/tt0075765/	6.8	4217	143	1977																																							
Des Teufels Saat (1977)	http://www.imdb.com/title/tt0075931/	6.3	4885	94	1977																																							
Die Duellisten (1977)	http://www.imdb.com/title/tt0075968/	7.5	11879	100	1977																																							
The Four Feathers (TV Movie 1978)	http://www.imdb.com/title/tt0076047/	6.6	312	100	1978																																							
Gib Gas... und laßt euch nicht erwischen (1977)	http://www.imdb.com/title/tt0076100/	5.4	1768	84	1977																																							
Höhenkoller (1977)	http://www.imdb.com/title/tt0076141/	6.7	11610	94	1977																																							
Communion - Messe des Grauens (1976)	http://www.imdb.com/title/tt0076150/	6.5	4217	98	1976																																							
MacArthur - Held des Pazifik (1977)	http://www.imdb.com/title/tt0076342/	6.6	2751	130	1977																																							
Mannaja - Das Beil des Todes (1977)	http://www.imdb.com/title/tt0076360/	6.7	986	101	1977																																							
Die Abenteuer von Winnie Puh (1977)	http://www.imdb.com/title/tt0076363/	7.6	18290	74	1977																																							
Ausgeflippt (1977)	http://www.imdb.com/title/tt0076513/	8.2	694	96	1977																																							
Caprona II (1977)	http://www.imdb.com/title/tt0076535/	5.3	1598	90	1977																																							
Pumping Iron (1977)	http://www.imdb.com/title/tt0076578/	7.5	10041	85	1977																																							
The Penalty (1920)	http://www.imdb.com/title/tt0011565/	7.6	1095	90	1920																																							
Bernard und Bianca - Die Mäusepolizei (1977)	http://www.imdb.com/title/tt0076618/	6.9	29633	78	1977																																							
Der Mann mit der Stahlkralle (1977)	http://www.imdb.com/title/tt0076637/	7.1	3851	95	1977																																							
Hexensabbat (1977)	http://www.imdb.com/title/tt0076683/	6.3	4873	92	1977																																							
Shock Waves - Die aus der Tiefe kamen (1977)	http://www.imdb.com/title/tt0076704/	5.7	2845	85	1977																																							
That's Carry On (1979)	http://www.imdb.com/title/tt0076814/	5.6	291	95	1979																																							
Island of Lost Souls (1932)	http://www.imdb.com/title/tt0024188/	7.6	4064	70	1932																																							
Kampfstern Galactica (TV Series 1978–1979)	http://www.imdb.com/title/tt0076984/	7	7820	60	1979																																							
Der unglaubliche Hulk (TV Series 1978–1982)	http://www.imdb.com/title/tt0077031/	7	6426	60	1982																																							
Tag der Entscheidung (1978)	http://www.imdb.com/title/tt0077235/	7.3	3763	120	1978																																							
Die Buddy Holly Story (1978)	http://www.imdb.com/title/tt0077280/	7.2	5132	114	1978																																							
Coma (1978)	http://www.imdb.com/title/tt0077355/	6.8	11162	113	1978																																							
Convoy (1978)	http://www.imdb.com/title/tt0077369/	6.2	9046	110	1978																																							
King Kong und die weiße Frau (1933)	http://www.imdb.com/title/tt0024216/	8	56313	100	1933																																							
Despair (1978)	http://www.imdb.com/title/tt0077421/	7.2	959	119	1978																																							
Der wilde Haufen von Navarone (1978)	http://www.imdb.com/title/tt0077572/	6.3	11409	118	1978																																							
Eine ganz krumme Tour (1978)	http://www.imdb.com/title/tt0077578/	6.8	8535	116	1978																																							
Teufelskreis Alpha (1978)	http://www.imdb.com/title/tt0077588/	6.4	7454	118	1978																																							
Grease (1978)	http://www.imdb.com/title/tt0077631/	7.2	123712	110	1978																																							
Halloween - Die Nacht des Grauens (1978)	http://www.imdb.com/title/tt0077651/	7.9	122719	91	1978																																							
Innenleben (1978)	http://www.imdb.com/title/tt0077742/	7.5	11003	93	1978																																							
The Man from Monterey (1933)	http://www.imdb.com/title/tt0024293/	5.4	254	57	1933																																							
Khatta Meetha (1981)	http://www.imdb.com/title/tt0077797/	7.6	366	0	1981																																							
Der Herr der Ringe (1978)	http://www.imdb.com/title/tt0077869/	6.1	20595	132	1978																																							
Magic - Die Puppe des Grauens (1978)	http://www.imdb.com/title/tt0077889/	6.8	4962	107	1978																																							
Wampyr (1976)	http://www.imdb.com/title/tt0077914/	7.2	6066	95	1976																																							
Der Schrecken der Medusa (1978)	http://www.imdb.com/title/tt0077921/	7.1	2786	105	1978																																							
12 Uhr nachts (1978)	http://www.imdb.com/title/tt0077928/	7.7	43970	121	1978																																							
Zwei sind nicht zu bremsen (1978)	http://www.imdb.com/title/tt0078058/	7.1	3635	115	1978																																							
The Clonus Horror (1979)	http://www.imdb.com/title/tt0078062/	3.3	1782	90	1979																																							
Midnight Mary (1933)	http://www.imdb.com/title/tt0024334/	7.1	652	74	1933																																							
Patrick (1978)	http://www.imdb.com/title/tt0078067/	6	1396	112	1978																																							
Superman (1978)	http://www.imdb.com/title/tt0078346/	7.4	100424	143	1978																																							
Sweeney 2 (1978)	http://www.imdb.com/title/tt0078351/	6.6	371	104	1978																																							
Unten am Fluß (1978)	http://www.imdb.com/title/tt0078480/	7.7	19608	101	1978																																							
Die Wildgänse kommen (1978)	http://www.imdb.com/title/tt0078492/	6.8	7590	134	1978																																							
The Wiz (1978)	http://www.imdb.com/title/tt0078504/	5.1	8834	134	1978																																							
Buck Rogers (TV Series 1979–1981)	http://www.imdb.com/title/tt0078579/	6.9	3507	60	1981																																							
10 - Die Traumfrau (1979)	http://www.imdb.com/title/tt0078721/	6	10316	122	1979																																							
Peg o' My Heart (1933)	http://www.imdb.com/title/tt0024433/	8.3	1015	87	1933																																							
Das schwarze Loch (1979)	http://www.imdb.com/title/tt0078869/	5.9	15610	98	1979																																							
Vier irre Typen (1979)	http://www.imdb.com/title/tt0078902/	7.8	14499	101	1979																																							
Nackt und zerfleischt (1980)	http://www.imdb.com/title/tt0078935/	6	29361	95	1980																																							
Das China-Syndrom (1979)	http://www.imdb.com/title/tt0078966/	7.4	17243	122	1979																																							
The Fifth Musketeer (1979)	http://www.imdb.com/title/tt0079152/	5.4	429	116	1979																																							
Perfect Understanding (1933)	http://www.imdb.com/title/tt0024436/	7.2	473	80	1933																																							
Hair (1979)	http://www.imdb.com/title/tt0079261/	7.5	21935	121	1979																																							
Das Krokodil und sein Nilpferd (1979)	http://www.imdb.com/title/tt0079351/	6.6	3805	95	1979																																							
Kaala Patthar (1979)	http://www.imdb.com/title/tt0079386/	7.8	979	176	1979																																							
Mad Max (1979)	http://www.imdb.com/title/tt0079501/	7	95677	88	1979																																							
Meteor (1979)	http://www.imdb.com/title/tt0079550/	4.9	4388	108	1979																																							
James Bond 007 - Moonraker - Streng geheim (1979)	http://www.imdb.com/title/tt0079574/	6.2	53334	126	1979																																							
Muqaddar Ka Sikandar (1978)	http://www.imdb.com/title/tt0079590/	7.5	1171	189	1978																																							
Männer um eine Frau (1933)	http://www.imdb.com/title/tt0024475/	6.5	399	102	1933																																							
Nosferatu: Phantom der Nacht (1979)	http://www.imdb.com/title/tt0079641/	7.6	17831	107	1979																																							
Der grösste Schlag der Todeskralle (1979)	http://www.imdb.com/title/tt0079803/	5.9	116	92	1979																																							
Die Verführung des Joe Tynan (1979)	http://www.imdb.com/title/tt0079875/	6.1	1006	108	1979																																							
Flucht in die Zukunft (1979)	http://www.imdb.com/title/tt0080025/	7.2	9186	112	1979																																							
Ich\	ich tom horn	http://www.imdb.com/title/tt0080031/	6.9	46.61666667	5880																																				0			
When You Comin' Back\	when you comin back red ryder	http://www.imdb.com/title/tt0080129/	7	4.733333333	7080																																				0			
Zulu Dawn (1979)	http://www.imdb.com/title/tt0080180/	6.6	3860	113	1979																																							
Bosom Buddies (TV Series 1980–1982)	http://www.imdb.com/title/tt0080202/	6.7	1447	30	1982																																							
Magnum (TV Series 1980–1988)	http://www.imdb.com/title/tt0080240/	7.5	10942	48	1988																																							
Die Wut des Albert Pinto (1980)	http://www.imdb.com/title/tt0080343/	6.6	106	110	1980																																							
Der Horror-Alligator (1980)	http://www.imdb.com/title/tt0080354/	5.9	6510	91	1980																																							
Blackout - Anatomie einer Leidenschaft (1980)	http://www.imdb.com/title/tt0080408/	7.1	4361	123	1980																																							
Blues Brothers (1980)	http://www.imdb.com/title/tt0080455/	8	111252	133	1980																																							
Die Kettenreaktion (1980)	http://www.imdb.com/title/tt0080513/	5.4	431	92	1980																																							
Betragen ungenügend (1933)	http://www.imdb.com/title/tt0024803/	7.5	4095	41	1933																																							
Fellinis Stadt der Frauen (1980)	http://www.imdb.com/title/tt0080539/	7.1	3554	139	1980																																							
Clara und die tollen Typen (1981)	http://www.imdb.com/title/tt0080541/	5.6	247	110	1981																																							
Die letzte Metro (1980)	http://www.imdb.com/title/tt0080610/	7.4	7217	131	1980																																							
Die Hunde des Krieges (1980)	http://www.imdb.com/title/tt0080641/	6.3	5254	118	1980																																							
Dressed to Kill (1980)	http://www.imdb.com/title/tt0080661/	7.2	18391	105	1980																																							
The Earthling (1980)	http://www.imdb.com/title/tt0080671/	7.1	862	97	1980																																							
Atalante (1934)	http://www.imdb.com/title/tt0024844/	7.9	8223	89	1934																																							
The Falls (1980)	http://www.imdb.com/title/tt0080715/	7.5	910	195	1980																																							
Das boshafte Spiel des Dr. Fu Man Chu (1980)	http://www.imdb.com/title/tt0080731/	4.8	1372	100	1980																																							
Der letzte Countdown (1980)	http://www.imdb.com/title/tt0080736/	6.7	13222	103	1980																																							
The Fog - Nebel des Grauens (1980)	http://www.imdb.com/title/tt0080749/	6.8	35912	89	1980																																							
Das Tor zum Himmel (1980)	http://www.imdb.com/title/tt0080855/	6.7	7840	219	1980																																							
